country,iso_code,year,month,continent,income_group,latitude,longitude,latitude_band,climate_zone,temp_anomaly_global,temp_anomaly_land,temp_anomaly_ocean,temp_anomaly_arctic,temp_max,temp_min,co2_emissions,co2_per_capita,co2_per_gdp,cumulative_co2,co2_concentration_ppm,methane_emissions,nitrous_oxide,total_ghg,land_use_change_co2,sea_ice_extent_arctic,sea_ice_extent_antarc,sea_surface_temp_anom,nino34_index,ocean_heat_content,precipitation_anomaly,drought_index_pdsi,spi_3month,primary_energy_twh,share_renewables_pct,share_coal_pct,co2_per_kwh,electricity_demand_twh,renewable_capacity_gw,oil_production,population_millions,gdp_per_capita_usd,population_density,urbanization_rate,forest_cover_pct,industrial_share_gdp,agriculture_share_gdp,vehicle_ownership,radiative_forcing,temp_change_from_co2,climate_risk_score,warming_category,renewable_transition_stage,emission_intensity_level
Argentina,ARG,1995,1,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.39,0.85,0.27,0.84,-7.2,-18.9,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,13.5,10.08,0.19,-0.77,1.67,35.9,0.56,0.68,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,282.0,2.295,0.32,13.3,Normal,Medium,Medium
Argentina,ARG,1995,2,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.32,0.65,0.17,0.94,-2.4,-13.2,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,,10.93,0.15,-0.96,,19.4,0.13,0.18,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,279.0,2.295,0.32,16.5,Normal,Medium,Medium
Argentina,ARG,1995,3,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.39,0.76,0.21,0.61,3.2,-7.8,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,15.62,11.27,0.16,-1.12,1.67,74.1,1.76,1.05,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,275.0,2.295,0.32,14.8,Normal,Medium,Medium
Argentina,ARG,1995,4,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.39,0.75,0.24,0.95,13.4,0.5,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,15.05,10.25,0.18,-1.1,1.67,57.6,0.56,0.59,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,281.0,2.295,0.32,14.2,Normal,Medium,Medium
Argentina,ARG,1995,5,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.45,0.83,0.28,0.96,21.8,8.6,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,13.5,11.95,0.25,-0.3,1.67,-7.9,0.16,-0.1,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,265.0,2.295,0.32,13.7,Normal,Medium,Medium
Argentina,ARG,1995,6,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.38,0.72,0.19,0.77,26.5,17.6,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,11.37,11.63,0.21,-0.44,1.67,5.0,0.68,0.15,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,269.0,2.295,0.32,11.8,Normal,Medium,Medium
Argentina,ARG,1995,7,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.46,0.92,0.3,0.84,33.5,19.7,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,9.25,12.86,0.18,-0.2,1.67,-32.2,-0.01,-0.59,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,279.0,2.295,0.32,14.9,Normal,Medium,Medium
Argentina,ARG,1995,8,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.33,0.71,0.17,0.9,31.3,15.4,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,7.7,12.98,0.09,-1.07,1.67,34.6,0.25,0.6,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,272.0,2.295,0.32,11.7,Normal,Medium,Medium
Argentina,ARG,1995,9,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.46,0.84,0.34,0.78,22.2,8.9,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,7.13,13.49,0.33,-0.57,1.67,-35.4,-0.25,-1.0,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,280.0,2.295,0.32,17.5,Normal,Medium,Medium
Argentina,ARG,1995,10,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.4,0.78,0.24,0.82,12.1,-0.5,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,7.7,12.86,0.21,-0.92,1.67,-55.6,-0.53,-0.37,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,272.0,2.295,0.32,16.5,Normal,Medium,Medium
Argentina,ARG,1995,11,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.36,0.69,0.19,1.08,1.6,-9.5,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,9.25,12.36,0.19,-1.04,1.67,-20.2,-0.85,-0.17,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,283.0,2.295,0.32,15.5,Normal,Medium,Medium
Argentina,ARG,1995,12,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.36,0.79,0.22,0.67,-3.9,-17.0,176.9,4.23,0.1769,961.0,361,33.4,11.9,232.1,-0.2,11.37,11.85,0.17,-1.43,1.67,37.5,0.51,0.67,245.5,10.9,1.5,288.2,85.9,18.7,0.55,38.89,11130.0,13989.2,90.9,11,23,8,278.0,2.295,0.32,12.6,Normal,Medium,Medium
Argentina,ARG,1996,1,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.36,0.75,0.12,1.13,-6.6,-16.5,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,13.49,11.28,0.1,-0.21,2.95,-2.6,-0.23,0.31,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,282.0,2.354,0.25,12.3,Normal,Medium,Medium
Argentina,ARG,1996,2,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.33,0.7,0.2,0.82,-2.8,-17.9,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,15.14,11.09,0.14,-0.62,2.95,-87.3,-2.28,-1.63,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,276.0,2.354,0.25,23.5,Normal,Medium,Medium
Argentina,ARG,1996,3,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.37,0.73,0.24,0.95,2.5,-12.8,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,15.74,10.07,0.24,-0.3,2.95,-31.2,-0.87,-0.18,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,289.0,2.354,0.25,16.4,Normal,Medium,Medium
Argentina,ARG,1996,4,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.33,0.76,0.18,0.66,12.8,1.9,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,15.14,11.47,0.17,-0.08,2.95,20.4,0.63,0.28,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,281.0,2.354,0.25,11.3,Normal,Medium,Medium
Argentina,ARG,1996,5,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.42,0.87,0.27,1.04,22.5,8.6,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,13.49,11.46,0.22,0.1,2.95,6.7,-0.01,0.01,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,292.0,2.354,0.25,13.1,Normal,Medium,Medium
Argentina,ARG,1996,6,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.3,0.66,0.16,0.81,29.7,14.8,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,11.25,11.94,0.21,-0.4,2.95,-104.5,-0.67,-1.06,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,276.0,2.354,0.25,16.7,Normal,Medium,Medium
Argentina,ARG,1996,7,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.31,0.71,0.17,0.79,30.2,19.1,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,9.0,12.45,0.13,-0.2,2.95,75.4,0.86,0.96,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,289.0,2.354,0.25,13.0,Normal,Medium,Medium
Argentina,ARG,1996,8,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.28,0.6,0.17,0.52,28.4,17.5,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,7.36,13.0,0.14,-0.01,2.95,25.5,0.3,0.44,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,285.0,2.354,0.25,10.8,Normal,Medium,Medium
Argentina,ARG,1996,9,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.27,0.59,0.17,0.64,20.7,8.2,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,6.76,13.1,0.07,-0.41,2.95,-12.7,-0.56,-0.88,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,296.0,2.354,0.25,14.6,Normal,Medium,Medium
Argentina,ARG,1996,10,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.37,0.79,0.25,1.07,12.6,3.7,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,7.36,13.7,0.19,-0.2,2.95,-20.9,-1.23,-0.6,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,297.0,2.354,0.25,18.0,Normal,Medium,Medium
Argentina,ARG,1996,11,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.34,0.75,0.21,0.91,2.9,-9.8,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,9.0,,0.21,0.07,2.95,-8.8,0.15,-0.28,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,276.0,2.354,0.25,11.1,Normal,Medium,Medium
Argentina,ARG,1996,12,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.4,0.82,0.25,0.86,-3.8,-15.0,179.5,4.5,0.1795,1141.0,363,30.9,9.2,241.1,3.8,11.25,12.15,0.24,-0.56,2.95,34.4,-0.16,0.57,249.9,11.1,1.2,287.3,87.5,19.4,0.48,39.28,11545.0,14129.5,92.5,11,23,8,281.0,2.354,0.25,14.3,Normal,Medium,Medium
Argentina,ARG,1997,1,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.59,1.03,0.44,1.29,-5.3,-14.1,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,13.24,11.96,0.38,2.21,4.1,8.2,0.01,-0.08,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,265.0,2.413,0.33,17.3,Elevated,Low,Medium
Argentina,ARG,1997,2,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.57,0.88,0.42,0.73,-4.5,-16.3,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,14.86,11.93,0.32,1.61,4.1,-33.4,-0.28,-0.48,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,289.0,2.413,0.33,19.0,Elevated,Low,Medium
Argentina,ARG,1997,3,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.52,0.92,0.4,0.8,4.0,-6.1,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,15.45,10.64,,1.06,4.1,6.4,-0.32,-0.06,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,293.0,2.413,0.33,16.8,Elevated,Low,Medium
Argentina,ARG,1997,4,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.53,0.85,0.4,1.19,14.0,-2.1,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,14.86,10.84,,1.48,4.1,21.1,0.92,0.07,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,280.0,2.413,0.33,16.3,Elevated,Low,Medium
Argentina,ARG,1997,5,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.59,0.93,0.47,1.29,25.5,9.5,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,13.24,10.92,0.44,1.72,4.1,-21.4,0.26,-0.27,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,289.0,2.413,0.33,17.8,Elevated,Low,Medium
Argentina,ARG,1997,6,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.63,0.93,0.47,1.7,29.2,16.6,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,11.04,12.59,0.45,1.79,4.1,-2.3,0.18,0.08,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,287.0,2.413,0.33,18.1,Elevated,Low,Medium
Argentina,ARG,1997,7,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.63,0.92,0.53,1.25,31.9,17.2,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,8.83,12.08,0.39,1.81,4.1,50.3,0.61,0.55,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,287.0,2.413,0.33,20.0,Elevated,Low,Medium
Argentina,ARG,1997,8,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.5,0.91,0.43,1.21,30.0,16.5,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,7.21,13.58,,1.76,4.1,35.8,0.83,0.45,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,277.0,2.413,0.33,17.2,Elevated,Low,Medium
Argentina,ARG,1997,9,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.58,0.94,0.5,1.09,23.3,7.6,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,6.62,12.85,0.45,1.53,4.1,-16.1,0.16,-0.39,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,285.0,2.413,0.33,20.7,Elevated,Low,Medium
Argentina,ARG,1997,10,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.63,1.0,0.5,1.3,13.3,0.2,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,,13.31,0.42,2.16,4.1,32.7,0.43,0.55,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,279.0,2.413,0.33,24.9,Elevated,Low,Medium
Argentina,ARG,1997,11,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.51,0.89,0.33,1.41,3.4,-8.8,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,8.83,12.37,0.27,1.6,4.1,7.2,-0.24,-0.03,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,278.0,2.413,0.33,16.3,Elevated,Low,Medium
Argentina,ARG,1997,12,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.54,0.97,0.39,1.29,-3.0,-17.5,176.9,4.44,0.1769,1318.0,364,23.3,11.7,238.6,2.0,11.04,12.52,0.32,1.75,4.1,17.9,0.49,0.36,228.7,8.6,1.9,309.4,80.0,13.8,0.55,39.67,11890.0,14269.8,93.1,11,23,8,287.0,2.413,0.33,16.4,Elevated,Low,Medium
Argentina,ARG,1998,1,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.81,1.22,0.68,1.51,-4.8,-17.9,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,13.3,10.67,0.57,3.14,4.93,-4.3,-0.41,-0.07,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,302.0,2.472,0.44,24.3,Elevated,Medium,Medium
Argentina,ARG,1998,2,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.75,1.1,0.58,1.65,-6.2,-16.0,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,14.97,,0.49,2.56,4.93,1.9,-0.18,0.39,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,302.0,2.472,0.44,21.8,Elevated,Medium,Medium
Argentina,ARG,1998,3,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.7,1.0,0.55,1.61,2.9,-6.7,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,15.58,10.91,0.54,2.16,4.93,73.5,1.03,0.62,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,279.0,2.472,0.44,22.7,Elevated,Medium,Medium
Argentina,ARG,1998,4,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.78,1.14,0.66,1.97,14.7,2.0,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,14.97,10.54,0.54,2.78,4.93,-13.4,-0.14,-0.24,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,269.0,2.472,0.44,22.8,Elevated,Medium,Medium
Argentina,ARG,1998,5,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.8,1.21,0.65,1.6,20.4,11.6,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,13.3,10.9,0.59,2.29,4.93,-11.0,-0.1,-0.26,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,282.0,2.472,0.44,23.1,Elevated,Medium,Medium
Argentina,ARG,1998,6,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.79,1.22,0.59,1.83,29.0,17.2,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,11.02,11.32,0.46,2.79,,25.1,0.41,0.4,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,292.0,2.472,0.44,23.0,Elevated,Medium,Medium
Argentina,ARG,1998,7,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.72,1.11,0.59,1.71,31.2,22.1,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,8.74,11.9,0.54,2.26,4.93,65.1,1.23,0.78,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,285.0,2.472,0.44,22.8,Elevated,Medium,Medium
Argentina,ARG,1998,8,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.78,1.2,0.6,1.53,29.3,16.9,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,7.07,13.28,0.53,1.96,4.93,-2.4,0.23,0.02,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,284.0,2.472,0.44,23.4,Elevated,Medium,Medium
Argentina,ARG,1998,9,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.69,1.07,0.51,1.46,20.8,10.3,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,6.45,13.27,0.47,2.12,4.93,22.4,0.57,0.79,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,287.0,2.472,0.44,24.3,Elevated,Medium,Medium
Argentina,ARG,1998,10,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.81,1.13,0.69,1.3,12.7,0.6,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,,13.34,0.53,2.14,,-19.4,0.35,-0.16,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,284.0,2.472,0.44,28.9,Elevated,Medium,Medium
Argentina,ARG,1998,11,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.74,1.08,0.61,1.47,4.1,-9.4,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,8.74,11.86,0.5,2.22,4.93,-23.0,-1.26,-0.02,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,286.0,2.472,0.44,26.9,Elevated,Medium,Medium
Argentina,ARG,1998,12,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.73,1.19,0.56,1.66,-5.8,-16.0,179.1,4.43,0.1791,1497.0,367,31.7,8.9,238.4,2.4,11.02,11.74,0.46,1.86,4.93,70.8,1.86,1.09,250.7,11.2,0.1,285.8,87.7,19.7,0.5,40.07,12338.0,14413.7,93.3,11,23,8,291.0,2.472,0.44,23.3,Elevated,Medium,Medium
Argentina,ARG,1999,1,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.35,0.7,0.25,0.78,-5.3,-16.4,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,13.21,11.2,0.16,-0.88,6.83,13.1,0.32,0.34,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,287.0,2.531,0.29,11.8,Normal,Medium,Medium
Argentina,ARG,1999,2,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.33,0.72,0.24,0.73,-3.8,-18.1,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,14.83,11.12,0.24,-1.17,6.83,-21.6,0.08,-0.3,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,289.0,2.531,0.29,11.6,Normal,Medium,Medium
Argentina,ARG,1999,3,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.4,0.71,0.25,1.05,4.6,-10.0,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,15.42,10.98,0.25,-0.97,6.83,10.0,-0.33,0.01,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,289.0,2.531,0.29,14.3,Normal,Medium,Medium
Argentina,ARG,1999,4,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.41,0.77,0.31,0.86,14.1,0.1,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,14.83,12.07,0.24,-0.73,6.83,21.1,-0.1,0.54,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,291.0,2.531,0.29,14.0,Normal,Medium,Medium
Argentina,ARG,1999,5,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.35,0.7,0.19,0.81,20.9,9.1,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,13.21,10.93,0.14,-1.22,6.83,26.9,1.06,0.27,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,299.0,2.531,0.29,12.3,Normal,Medium,Medium
Argentina,ARG,1999,6,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.27,0.59,0.1,0.41,28.3,15.3,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,11.0,11.74,0.17,-1.33,6.83,3.5,-1.16,0.07,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,292.0,2.531,0.29,14.2,Normal,Medium,Medium
Argentina,ARG,1999,7,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.26,0.58,0.14,0.59,29.7,20.1,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,8.79,12.32,0.16,-1.36,6.83,-25.6,-0.8,-0.24,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,286.0,2.531,0.29,13.4,Normal,Medium,Medium
Argentina,ARG,1999,8,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.32,0.72,0.18,0.45,29.0,15.4,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,7.17,13.2,0.16,-1.15,6.83,-11.6,-0.61,-0.16,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,280.0,2.531,0.29,14.8,Normal,Medium,Medium
Argentina,ARG,1999,9,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.28,0.69,0.13,0.66,21.1,11.3,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,6.58,13.39,0.06,-1.3,6.83,-14.5,-0.69,-0.01,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,290.0,2.531,0.29,16.4,Normal,Medium,Medium
Argentina,ARG,1999,10,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.29,0.68,0.12,0.59,12.6,0.7,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,7.17,13.16,0.16,-1.16,6.83,27.1,0.78,0.39,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,290.0,2.531,0.29,12.1,Normal,Medium,Medium
Argentina,ARG,1999,11,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.23,0.62,0.06,0.56,2.9,-9.7,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,8.79,11.53,0.08,-1.18,6.83,-16.2,-0.01,-0.21,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,282.0,2.531,0.29,8.9,Normal,Medium,Medium
Argentina,ARG,1999,12,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.32,0.68,0.21,0.36,-4.7,-15.4,191.0,5.02,0.191,1688.0,368,33.8,12.5,262.0,-1.2,11.0,10.9,0.26,-1.12,6.83,47.3,0.54,0.71,268.4,11.5,0.4,284.6,93.9,21.6,0.52,40.47,13053.0,14557.6,92.4,11,23,8,297.0,2.531,0.29,12.4,Normal,Medium,Medium
Argentina,ARG,2000,1,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.36,0.77,0.26,0.93,-4.3,-16.7,203.5,4.89,0.2035,1891.0,369,38.2,11.7,279.3,-1.8,13.23,10.58,0.2,-0.65,8.34,-12.9,0.22,-0.17,250.5,12.2,4.9,325.0,87.7,21.4,0.54,40.87,13322.0,14701.4,93.1,11,23,8,303.0,2.59,0.3,12.0,Normal,Medium,Medium
Argentina,ARG,2000,2,South America,Upper Middle,-34.0,-64.0,Temperate,Temperate,0.39,0.78,0.25,0.53,-3.1,-17.0,203.5,4.89,0.2035,1891.0,369,38.2,11.7,279.3,-1.8,14.88,10.61,0.19,-0.74,8.34,4.8,0.49,0.16,250.5,12.2,4.9,325.0,87.7,21.4,0.54,40.87,13322.0,14701.4,93.1,11,23,8,298.0,2.59,0.3,12.4,Normal,Medium,Medium
